Date,Open,High,Low,Close,Adj Close,Volume
2003-09-08,690.000000,690.000000,665.000000,680.000000,361.555908,18007500
2003-09-09,680.000000,680.000000,660.000000,665.000000,353.580505,14075000
2003-09-10,660.000000,660.000000,640.000000,640.000000,340.287903,14190000
2003-09-11,640.000000,645.000000,640.000000,640.000000,340.287903,7087500
2003-09-12,645.000000,670.000000,645.000000,660.000000,350.921906,15392500
2003-09-15,660.000000,665.000000,645.000000,650.000000,345.604797,9137500
2003-09-16,655.000000,665.000000,655.000000,665.000000,353.580505,8705000
2003-09-17,670.000000,670.000000,660.000000,665.000000,353.580505,8890000
2003-09-18,660.000000,660.000000,655.000000,660.000000,350.921906,5075000
2003-09-19,660.000000,660.000000,660.000000,660.000000,350.921906,1787500
2003-09-22,660.000000,660.000000,660.000000,660.000000,350.921906,0
2003-09-23,660.000000,665.000000,655.000000,660.000000,350.921906,7242500
2003-09-24,665.000000,665.000000,665.000000,665.000000,353.580505,5100000
2003-09-25,665.000000,680.000000,665.000000,670.000000,356.238953,13552500
2003-09-26,670.000000,670.000000,660.000000,665.000000,353.580505,9102500
2003-09-29,665.000000,665.000000,655.000000,660.000000,350.921906,2212500
2003-09-30,665.000000,675.000000,665.000000,670.000000,356.238953,14197500
2003-10-01,670.000000,675.000000,665.000000,665.000000,353.580505,2340000
2003-10-02,670.000000,670.000000,665.000000,670.000000,356.238953,16442500
2003-10-03,670.000000,670.000000,665.000000,665.000000,353.580505,12162500
2003-10-06,665.000000,665.000000,660.000000,660.000000,350.921906,13135000
2003-10-07,665.000000,665.000000,660.000000,665.000000,353.580505,7335000
2003-10-08,665.000000,665.000000,660.000000,660.000000,350.921906,15170000
2003-10-09,660.000000,660.000000,660.000000,660.000000,350.921906,17857500
2003-10-10,665.000000,665.000000,655.000000,655.000000,348.263367,6077500
2003-10-13,660.000000,660.000000,655.000000,660.000000,350.921906,1145000
2003-10-14,660.000000,665.000000,660.000000,660.000000,350.921906,9725000
2003-10-15,660.000000,660.000000,650.000000,650.000000,345.604797,12750000
2003-10-16,655.000000,655.000000,650.000000,650.000000,345.604797,7362500
2003-10-17,655.000000,655.000000,650.000000,655.000000,348.263367,11207500
2003-10-20,655.000000,655.000000,650.000000,650.000000,345.604797,8195000
2003-10-21,650.000000,650.000000,650.000000,650.000000,345.604797,7077500
2003-10-22,650.000000,650.000000,640.000000,640.000000,340.287903,8332500
2003-10-23,640.000000,640.000000,620.000000,620.000000,329.653931,18522500
2003-10-24,630.000000,650.000000,630.000000,645.000000,342.946472,4672500
2003-10-27,645.000000,650.000000,640.000000,645.000000,342.946472,6855000
2003-10-28,650.000000,655.000000,640.000000,645.000000,342.946472,11830000
2003-10-29,640.000000,640.000000,630.000000,635.000000,337.629395,7225000
2003-10-30,635.000000,635.000000,620.000000,625.000000,332.312317,6600000
2003-10-31,625.000000,645.000000,625.000000,645.000000,342.946472,21720000
2003-11-03,640.000000,640.000000,635.000000,640.000000,340.287903,4307500
2003-11-04,640.000000,655.000000,640.000000,650.000000,345.604797,14200000
2003-11-05,650.000000,650.000000,640.000000,640.000000,340.287903,6282500
2003-11-06,640.000000,645.000000,640.000000,645.000000,342.946472,4260000
2003-11-07,645.000000,650.000000,645.000000,650.000000,345.604797,10940000
2003-11-10,645.000000,660.000000,645.000000,660.000000,350.921906,8895000
2003-11-11,655.000000,660.000000,650.000000,660.000000,350.921906,13595000
2003-11-12,660.000000,665.000000,655.000000,655.000000,348.263367,12485000
2003-11-13,645.000000,645.000000,640.000000,645.000000,350.436707,9012500
2003-11-14,640.000000,645.000000,640.000000,640.000000,347.720123,2102500
2003-11-17,640.000000,640.000000,635.000000,635.000000,345.003601,4522500
2003-11-18,630.000000,635.000000,630.000000,635.000000,345.003601,3337500
2003-11-19,630.000000,630.000000,625.000000,630.000000,342.286957,6865000
2003-11-20,625.000000,630.000000,625.000000,630.000000,342.286957,5892500
2003-11-21,635.000000,635.000000,635.000000,635.000000,345.003601,4890000
2003-11-24,635.000000,635.000000,635.000000,635.000000,345.003601,0
2003-11-25,635.000000,635.000000,635.000000,635.000000,345.003601,0
2003-11-26,635.000000,635.000000,635.000000,635.000000,345.003601,0
2003-11-27,635.000000,635.000000,635.000000,635.000000,345.003601,0
2003-11-28,635.000000,635.000000,635.000000,635.000000,345.003601,0
2003-12-01,640.000000,685.000000,640.000000,685.000000,372.169189,56602500
2003-12-02,690.000000,695.000000,665.000000,670.000000,364.019470,38365000
2003-12-03,670.000000,675.000000,670.000000,670.000000,364.019470,11140000
2003-12-04,670.000000,670.000000,660.000000,665.000000,361.302979,2682500
2003-12-05,665.000000,665.000000,655.000000,655.000000,355.869751,5652500
2003-12-08,655.000000,660.000000,655.000000,655.000000,355.869751,6912500
2003-12-09,660.000000,665.000000,650.000000,650.000000,353.153107,14847500
2003-12-10,655.000000,655.000000,650.000000,650.000000,353.153107,6752500
2003-12-11,655.000000,655.000000,650.000000,655.000000,355.869751,4812500
2003-12-12,655.000000,655.000000,650.000000,650.000000,353.153107,1580000
2003-12-15,650.000000,650.000000,650.000000,650.000000,353.153107,9632500
2003-12-16,650.000000,665.000000,650.000000,660.000000,358.586334,28475000
2003-12-17,660.000000,660.000000,655.000000,655.000000,355.869751,8635000
2003-12-18,660.000000,680.000000,660.000000,670.000000,364.019470,34120000
2003-12-19,680.000000,690.000000,680.000000,685.000000,372.169189,31952500
2003-12-22,685.000000,690.000000,680.000000,690.000000,374.885712,7957500
2003-12-23,690.000000,690.000000,685.000000,685.000000,372.169189,3205000
2003-12-24,685.000000,685.000000,685.000000,685.000000,372.169189,0
2003-12-25,685.000000,685.000000,685.000000,685.000000,372.169189,0
2003-12-26,685.000000,685.000000,685.000000,685.000000,372.169189,0
2003-12-29,690.000000,735.000000,690.000000,735.000000,399.334778,52275000
2003-12-30,740.000000,755.000000,725.000000,725.000000,393.901550,41247500
2003-12-31,725.000000,725.000000,725.000000,725.000000,393.901550,0
2004-01-01,725.000000,725.000000,725.000000,725.000000,393.901550,0
